IssueType,DeviceType,IssueTime,IssueDetails,MobileNumber,emailId,mode,cdn,DeviceDetails,OSDetails,platform,new_Platform,AppVersion,country,state,NetworkStrength,contentID,AdvertiseVideo,userIdentifier,ContractId,Customer_Id,ComplaintId
Multiple user accounts,Laptop,28/09/2022 00:00:00,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,4802096739,tspellissyg5@cornell.edu,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,YouTube TV,,FireOS 7.6.1.3,Kazakhstan,Astana,,a7098532-1972-41a7-9676-5f65df04688c,Video,michaelnavarro,20-8175905,1378210,2371801
Functionalities and features of the app,Desktop,28/02/2022 00:00:00,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,6609121397,achantlerg6@histats.com,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Netflix,,Windows 10,Uruguay,Montevideo,,ae9c1d8e-af99-4847-96e4-3a8cf9f089af,Video,gary57,80-3560975,1774767,1361681
Offline content,TV,25/08/2022 00:00:00,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,6663243128,lmelliardg7@furl.net,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,HBO Max,,Extension 6.5,Uganda,Kampala,,7d75d29f-c93a-4e2f-9709-ab52bcfe581d,Advertise,jose28,79-1789897,1635448,1364677
Response Time in different networks,TV,19/02/2022 00:00:00,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,191956546,lgulcg8@irs.gov,Chat,Cloudfront,iOS,iOS Min version 12.6,Eros Now,,macOS Ventura 13.0.1,India,New Delhi,,f348e487-df98-4ba1-acc2-68d04cae38d1,Video,sdawson,16-8456347,1143985,1076849
Better user interface and workability,Laptop,12/04/2022 00:00:00,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,899423051,svynardeg9@canalblog.com,Email,Akamai,tvOS,tvOS 11.0,Amazon Prime Video,,Xcode 14.1,Papua New Guinea,Port Moresby,,3990b756-5e74-4c3d-8f33-f29f80cf35a8,Advertise,michael11,12-2050364,1670066,1406103
Device/Browser Compatibility,TV,15/08/2022 00:00:00,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,1559375353,ldamerellga@newsvine.com,Phone Call,Cloudfront,Android,Android 5.0,Eros Now,,Android 11,Cocos Islands,West Island,,c201b95b-fc8f-4d2e-b715-6a9db8e919af,Video,fandrews,92-9309504,1466670,251956
Multiple user accounts,Laptop,09/12/2021 00:00:00,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,7639610753,gdaykingb@google.es,Email,Cloudfront,Android TV,Android TV 1st Generation,Alt Balaji,,Android TV 12.3.2,Curacao,Willemstad,,9996e5f6-f0d0-4e5a-83f0-2dd281a1a056,Advertise,williamsmiguel,81-6611211,1447929,612452
Functionalities and features of the app,TV,15/03/2022 00:00:00,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,1467387843,ksparshottgc@uol.com.br,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Netflix,,None,Malawi,Lilongwe,,737a71d8-55b5-401d-a432-85fb62e35b4d,Advertise,loganwyatt,90-9966575,1618937,437439
Personalized suggestions and recommendations for content,Mobile,26/07/2022 00:00:00,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,8957235817,lkingscotegd@loc.gov,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,ShemarooMe,,FireOS 7.6.1.3,Solomon Islands,Honiara,,2e11f3b8-222b-494b-a15b-70430b45c661,Advertise,amy14,98-0252624,1873573,211636
Device/Browser Compatibility,Laptop,20/03/2022 00:00:00,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,1977692451,ctarverge@digg.com,Email,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Sonyliv,,Windows 10,Laos,Vientiane,,62b05c1a-70d3-47a0-a3e7-c5d830ab22f3,Advertise,joyce87,23-6619250,1830977,1414182
Playback Quality,Tablets,11/01/2022 00:00:00,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,6764426945,ballwellgf@home.pl,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Hulu,,Extension 6.5,Lithuania,Vilnius,,8279bcd4-b34a-4878-b78d-a1b59fab9353,Video,ylove,66-4630681,1612355,779076
Device/Browser Compatibility,Desktop,05/07/2022 00:00:00,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2671859120,pspencersgg@pagesperso/orange.fr,Email,Akamai,iOS,iOS Min version 12.6,Jio Tv,,macOS Ventura 13.0.1,Serbia,Belgrade,,c9768201-0393-4398-8041-dd979a412b33,Advertise,ronald11,22-2618173,1165234,1156809
Playback Quality,Tablets,06/02/2022 00:00:00,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,5710856177,ckenneagh@google.it,Chat,Akamai,tvOS,tvOS 11.0,HBO Max,,Xcode 14.1,Nicaragua,Managua,,6e4b7fb4-6462-4d2b-a31d-b7de3b52fa40,Advertise,cassandrahall,41-2880595,1825343,388466
Customer Support,TV,25/05/2022 00:00:00,a odio in hac habitasse platea dictumst maecenas ut massa quis,9236047165,ehumpatchgi@i2i.jp,Email,Akamai,Android,Android 5.0,YouTube TV,,Android 11,Sri Lanka,Colombo,,3b36a181-0942-497c-879c-c6ea4bc6605d,Video,jacquelinesmith,72-0007733,1307369,2000252
Offline content,Laptop,17/02/2022 00:00:00,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,9673165335,egalegogj@patch.com,Email,Cloudfront,Android TV,Android TV 1st Generation,Sonyliv,,Android TV 12.3.2,Venezuela,Caracas,,0bdd4383-6f94-4d72-bd9a-79ebecdaaf5f,Advertise,amybarton,75-0834678,1403127,361206
Functionalities and features of the app,Mobile,18/09/2022 00:00:00,ac neque duis bibendum morbi non quam nec dui luctus,2078442364,gcosbeygk@chron.com,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,ShemarooMe,,None,North Korea,Pyongyang,,6c3c3e0b-ad90-4113-967f-77a46c6afe53,Advertise,djones,65-9453060,1852152,690827
Response Time in different networks,Mobile,16/11/2022 00:00:00,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,4023652849,dklossmanngl@live.com,Email,Akamai,Amazon Fire TV,All Fire TV devices,Jio Tv,,FireOS 7.6.1.3,French Guiana,Cayenne,,c48eba1e-e3c2-4257-8cce-0d5b1a45d080,Video,joe60,82-0303885,1510937,2167186
Multiple user accounts,Desktop,23/07/2022 00:00:00,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,649765346,gswiffingm@prweb.com,Chat,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Eros Now,,Windows 10,Cook Islands,Avarua,,5ed3069e-a7b7-4ae0-9c29-d90b4ffb5edf,Advertise,nicholas21,70-0131708,1354791,1959085
Personalized suggestions and recommendations for content,Laptop,01/10/2022 00:00:00,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,6790077588,ctodgn@examiner.com,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Alt Balaji,,Extension 6.5,Namibia,Windhoek,,baae9d99-6381-4c4b-a3bd-9d09c49caf7b,Advertise,gutierrezdonna,91-1873704,1841389,2426957
Multiple user accounts,Desktop,16/01/2022 00:00:00,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,9937127564,zpankettmango@noaa.gov,Phone Call,Cloudfront,iOS,iOS Min version 12.6,Sling TV,,macOS Ventura 13.0.1,Ghana,Accra,,02950cda-b793-4746-9e16-fc7e4c1eb166,Video,oleon,50-6757729,1854199,2009569
Better user interface and workability,Laptop,16/05/2022 00:00:00,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,9187220695,ydimockgp@ucoz.com,Email,Cloudfront,tvOS,tvOS 11.0,Voot,,Xcode 14.1,Saint Helena,Jamestown,,05a64566-2978-471f-9936-98844824ba0f,Video,qstone,23-9526513,1256236,900970
Response Time in different networks,Tablets,25/09/2022 00:00:00,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,8057452269,ehazeldeangq@squidoo.com,Phone Call,Akamai,Android,Android 5.0,Peacock,,Android 11,Palestinian Territory,East Jerusalem,,c2c328a5-3cad-4ee9-915a-25c596f039e6,Advertise,phoward,24-2731849,1503339,1220070
Response Time in different networks,Laptop,08/03/2022 00:00:00,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,6400228837,mrodolicogr@bloomberg.com,Chat,Akamai,Android TV,Android TV 1st Generation,Airtel Xstream,,Android TV 12.3.2,Micronesia,Palikir,,207798c9-f0b2-47a8-b062-344d8d944cd1,Video,susanwoods,84-0928570,1500594,344167
Security and anti-piracy,TV,30/08/2022 00:00:00,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,9920981095,acarwithimgs@printfriendly.com,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Alt Balaji,,None,Jersey,Saint Helier,,d3bc717d-3245-4c77-a441-d03e8b7c899a,Advertise,jacquelineyoung,11-7364839,1462065,2371883
Offline content,TV,15/06/2022 00:00:00,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,7988366491,cdelasallegt@fastcompany.com,Email,Cloudfront,Amazon Fire TV,All Fire TV devices,Alt Balaji,,FireOS 7.6.1.3,Bangladesh,Dhaka,,ac835f71-62f0-4fee-b464-391b5adfdd4f,Advertise,webbbrandon,67-4577074,1474361,217609
Multiple user accounts,Mobile,12/12/2021 00:00:00,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,1479002445,mcarmegu@histats.com,Email,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Facebook Watch,,Windows 10,Sint Maarten,Philipsburg,,1734cb49-8c57-4403-8aa8-f34935e88bd7,Advertise,rachel83,90-1039057,1764990,2186512
Device/Browser Compatibility,TV,08/04/2022 00:00:00,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,9200736173,acoppenhallgv@amazonaws.com,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Peacock,,Extension 6.5,China,Beijing,,30b5aca1-1d11-4130-855e-0a1ddd234944,Video,jennifershah,86-2121736,1621121,2242815
Security and anti-piracy,Tablets,09/06/2022 00:00:00,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,8158105408,vtiplergw@unblog.fr,Chat,Akamai,iOS,iOS Min version 12.6,Amazon Prime Video,,macOS Ventura 13.0.1,Republic of the Congo,Brazzaville,,7fbe3fb2-b3ed-4e4e-b7fe-ac2dae1696e5,Video,ghines,56-9342596,1365958,1786509
Customer Support,Mobile,31/05/2022 00:00:00,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,6249793461,aricardingx@umn.edu,Phone Call,Akamai,tvOS,tvOS 11.0,Sling TV,,Xcode 14.1,Montenegro,Podgorica,,275071be-99ae-42d4-ab85-56e63056b50b,Video,james55,74-4185901,1630681,1196599
Personalized suggestions and recommendations for content,Desktop,02/12/2021 00:00:00,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,6968783061,tnutmangy@huffingtonpost.com,Chat,Akamai,Android,Android 5.0,Alt Balaji,,Android 11,Puerto Rico,San Juan,,c4f0e64c-27ed-4615-b859-47d1f7d4a826,Advertise,cannonshawn,05-1135716,1448317,1815829
Customer Support,Tablets,20/08/2022 00:00:00,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,4139533641,rallaingz@arstechnica.com,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,Mx Player,,Android TV 12.3.2,Turkey,Ankara,,cec9d88e-1dad-47e2-885d-bea6458e864c,Advertise,william66,02-7824934,1744762,2386293
Security and anti-piracy,Laptop,12/07/2022 00:00:00,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,5812459908,usimmellh0@nih.gov,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Airtel Xstream,,None,Mauritius,Port Louis,,53367f19-3d81-410c-83c9-d803ea6bf8e4,Advertise,barkerdale,54-6088186,1655690,1617332
Better user interface and workability,Laptop,14/04/2022 00:00:00,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,8549874892,tbatterh1@goodreads.com,Phone Call,Cloudfront,Amazon Fire TV,All Fire TV devices,Zee5,,FireOS 7.6.1.3,Nauru,Yaren,,4e08cd14-77a4-4711-a1d6-4965cb9747ec,Video,lisa45,95-0250257,1210184,1367172
Customer Support,Tablets,17/02/2022 00:00:00,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,2107148104,mrayltonh2@xinhuanet.com,Email,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,BigFlix,,Windows 10,Belarus,Minsk,,6ef62440-9628-4a94-bb08-5cf905587277,Video,hhall,81-7711229,1113231,449851
Multiple user accounts,Tablets,05/10/2022 00:00:00,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,937538884,bmacevillyh3@prlog.org,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Peacock,,Extension 6.5,Norway,Oslo,,d6b1597c-0918-419c-9e17-0662e578896d,Advertise,kennethchen,80-9011511,1476817,660573
Multiple user accounts,Desktop,16/06/2022 00:00:00,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,8937279347,lpaulingh4@posterous.com,Email,Akamai,iOS,iOS Min version 12.6,Hulu,,macOS Ventura 13.0.1,Taiwan,Taipei,,74c6a637-8edd-4472-b70e-1834fbee0efa,Advertise,nobrien,86-8279733,1143908,2378338
Playback Quality,Desktop,08/09/2022 00:00:00,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,9145545227,dworgeh5@privacy.gov.au,Phone Call,Akamai,tvOS,tvOS 11.0,Mx Player,,Xcode 14.1,Christmas Island,Flying Fish Cove,,0ee1c43e-2e60-4e81-8faa-d7926e614b03,Advertise,hollowaymary,17-6346995,1239641,2180102
Response Time in different networks,TV,28/01/2022 00:00:00,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,4569265472,fcottish6@spiegel.de,Phone Call,Cloudfront,Android,Android 5.0,BigFlix,,Android 11,Madagascar,Antananarivo,,7ebfcf1d-404c-4db2-a293-01c86af2947a,Advertise,blanchardjoshua,49-4928001,1826580,2292842
Playback Quality,Mobile,13/01/2022 00:00:00,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,4013273470,amcswanh7@ca.gov,Email,Akamai,Android TV,Android TV 1st Generation,Airtel Xstream,,Android TV 12.3.2,Montserrat,Plymouth,,66ea3a5e-89e6-41af-9e2a-0b3912e09f45,Video,mirandawilkerson,80-7475075,1826763,2039040
Response Time in different networks,Laptop,16/12/2021 00:00:00,ac tellus semper interdum mauris ullamcorper purus sit amet nulla,9583708623,nwestoverh8@yale.edu,Email,Cloudfront,Roku,Roku OS 9.4 3rd Generation,HBO Max,,None,Moldova,Chisinau,,e8bdc19d-71f4-478e-bd05-693201ccf66e,Video,robertfreeman,55-1699457,1747933,1663799
Personalized suggestions and recommendations for content,Tablets,05/08/2022 00:00:00,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,9215744444,ashortenh9@businesswire.com,Chat,Akamai,Amazon Fire TV,All Fire TV devices,ShemarooMe,,FireOS 7.6.1.3,Trinidad and Tobago,Port of Spain,,3a939758-9f8f-42aa-93f7-45fb2b122150,Video,vincent13,67-2204954,1257777,1775303
Security and anti-piracy,TV,26/09/2022 00:00:00,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,9345770089,dquinnellha@lulu.com,Chat,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Peacock,,Windows 10,Tunisia,Tunis,,73bc8b0a-cc5b-4671-9f5f-ec27400de0fa,Advertise,mackalbert,78-0486922,1687945,1685070
Customer Support,Desktop,19/07/2022 00:00:00,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,6005269356,fwursthb@lycos.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Voot,,Extension 6.5,Bhutan,Thimphu,,2963e459-646d-4601-b41f-f4dc885fd010,Video,braykelsey,01-6863648,1513000,349462
Functionalities and features of the app,Mobile,12/06/2022 00:00:00,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,4492678077,ewolversonhc@nationalgeographic.com,Email,Cloudfront,iOS,iOS Min version 12.6,Netflix,,macOS Ventura 13.0.1,Democratic Republic of the Congo,Kinshasa,,41597e9b-eeee-40ba-b949-cd45c3f1fa47,Video,tanya06,85-6638333,1502591,516549
Functionalities and features of the app,TV,26/05/2022 00:00:00,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,2714218857,htalmanhd@yelp.com,Email,Akamai,tvOS,tvOS 11.0,Eros Now,,Xcode 14.1,United Arab Emirates,Abu Dhabi,,f9af7941-cb82-4ede-b77a-0aa110b2600b,Advertise,reevesantonio,59-3825704,1886102,1114478
Better user interface and workability,Desktop,04/11/2022 00:00:00,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,7670818018,bgatheralhe@flavors.me,Email,Akamai,Android,Android 5.0,Netflix,,Android 11,Aland Islands,Mariehamn,,84daa8ad-4c5b-471c-9787-7061fdba9e87,Advertise,ptaylor,70-5997587,1597354,813418
Security and anti-piracy,Tablets,10/08/2022 00:00:00,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,4228047416,uclipsonhf@patch.com,Chat,Cloudfront,Android TV,Android TV 1st Generation,BigFlix,,Android TV 12.3.2,Sao Tome and Principe,Sao Tome,,d5f4d31e-182e-49af-a5d1-8080a9535fc3,Advertise,emilyclark,69-8731905,1391760,2413067
Response Time in different networks,Desktop,23/02/2022 00:00:00,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,7033376413,uscudamorehg@bravesites.com,Email,Akamai,Roku,Roku OS 9.4 3rd Generation,Airtel Xstream,,None,Peru,Lima,,eaa7990e-1956-4aee-9fd6-580c53eff5ec,Video,gerald40,97-7668202,1883131,316803
Device/Browser Compatibility,Tablets,13/08/2022 00:00:00,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,8585230363,nclemenzohh@unblog.fr,Chat,Cloudfront,Amazon Fire TV,All Fire TV devices,Alt Balaji,,FireOS 7.6.1.3,Croatia,Zagreb,,aa6d06de-9ae2-4d40-a894-8c59247f18d9,Video,yeverett,83-4341005,1679090,1124044
Response Time in different networks,Desktop,15/08/2022 00:00:00,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,735472254,adelaprellehi@weebly.com,Chat,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Mx Player,,Windows 10,Mayotte,Mamoudzou,,70456429-13d1-42f2-af3e-9d89d67f6617,Advertise,kim12,22-8577969,1784512,1063384
Security and anti-piracy,TV,26/04/2022 00:00:00,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,2321390956,eherchehj@t.co,Chat,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Latvia,Riga,,8cdbba4c-8517-465c-81ed-2bd83d97e53d,Advertise,moorejames,07-3619505,1326708,1993668
Personalized suggestions and recommendations for content,Laptop,09/08/2022 00:00:00,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,143010166,eburchallhk@reference.com,Email,Cloudfront,iOS,iOS Min version 12.6,Amazon Prime Video,,macOS Ventura 13.0.1,Morocco,Rabat,,1fdf530a-4942-4e80-8778-4939c6485b96,Advertise,derek00,36-8590710,1443796,1181044
Response Time in different networks,Tablets,31/05/2022 00:00:00,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,5422663209,rmuffhl@yellowbook.com,Phone Call,Akamai,tvOS,tvOS 11.0,YouTube TV,,Xcode 14.1,South Sudan,Juba,,2db33737-d351-4524-9d0a-c9bc1f8ba549,Video,williamsmichael,04-3572669,1862135,1940479
Better user interface and workability,Tablets,08/05/2022 00:00:00,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,7793964691,gnoelhm@wikispaces.com,Chat,Akamai,Android,Android 5.0,Airtel Xstream,,Android 11,Bulgaria,Sofia,,b803e846-06a4-4817-8630-d815dd39f9b4,Advertise,whester,95-7240549,1432788,2351173
